linha_base,direcao_base,total_pontos_linha_base,linha_compartilhada,direcao_compartilhada,num_pontos_compartilhados,percentual_cobertura,pontos_compartilhados
SN302,Ida,89,302,Ida,89,100,"Açude, Aldo Bonadei, Alfa Barra, Alves de Brito, Amado Nervo, Ary Kerner, Barra Private, Biguá, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Calheiros Gomes, Capitão Campos, Casa do Alto, Cascata, Clóvis Bevilaqua, Clube Riviera, CMS Nicola Albano, Colégio Marista São José, Comandante Júlio de Moura, Conde de Itaguaí, Curva do Violão, Daut Peres, Desembargador Araújo Jorge, Dona Delfina, Doutor Catrambi, EDI José da Silva Araújo, Ernani Agrícola, Escola Municipal Mário Faccini, Estação Barão de Mauá :: Pista Lateral, Estrada Velha da Tijuca, Francisco Eugênio, Furnas, Furnas, 1805, Furnas, 3800, Gávea Pequena, Gumercindo da Silva, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Itanhangá Golf Club, Jacamim, Joaquim Palhares, José Botelho Souza, Marina Barra Clube, Mata Machado, Metrô Jardim Oceânico, Metrô Jardim Oceânico :: Ônibus Convencionais, Metrô Uruguai, Muçu, Natalina, Palácio do Alto, Paróquia Nossa Sra. da Luz, Passarela da Barra, Paulo Mazzucchelli, Peregrino Junior, Pinto de Figueiredo, Poeta Khalil Gibran, Praça Afonso Viseu, Praça do Aleijadinho, Praça do Ó, Praça Euvaldo Lodi, Praça Professor José Bernardino, Praça Professor Souza Araújo, Praça Senador Melo Viera, Praia da Barra - Posto 4, Praia da Barra - Posto 5, Praia da Barra - Posto 6, Praia da Barra - Posto 7, Praia da Barra - Posto 8, Prefeito Dulcídio Cardoso, Prudência do Amaral, Radmaker, Raimundo Castro Maia, Rodolfo de Campos, Santa Carolina, São Miguel, São Rafael, São Regulo, Terminal Alvorada :: Plataforma D7, Terminal Gentileza :: Plataforma A10, Tijuaçu, Vitor Konder, Waldemar Falcão"
SN302,Ida,89,302,Volta,5,5.62,"Calheiros Gomes, Desembargador Araújo Jorge, Terminal Alvorada :: Plataforma D7, Terminal Gentileza :: Plataforma A10, Vitor Konder"
SN302,Ida,89,SN565,Ida,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,SN565,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,844,Ida,9,10.11,"Barra Private, Calheiros Gomes, Daut Peres, Desembargador Araújo Jorge, Gumercindo da Silva, Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli, Praça Professor Souza Araújo, Vitor Konder"
SN302,Ida,89,SN550,Ida,12,13.48,"Barra Private, Daut Peres, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Professor Souza Araújo, Praça Senador Melo Viera, Waldemar Falcão"
SN302,Ida,89,2918,Ida,3,3.37,"Metrô Jardim Oceânico :: Ônibus Convencionais, Praia da Barra - Posto 7, Prudência do Amaral"
SN302,Ida,89,878,Ida,9,10.11,"Barra Private, Daut Peres, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
SN302,Ida,89,878,Volta,3,3.37,"Praia da Barra - Posto 4, Praia da Barra - Posto 5, Prudência do Amaral"
SN302,Ida,89,SV878,Ida,9,10.11,"Barra Private, Daut Peres, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
SN302,Ida,89,SV878,Volta,3,3.37,"Praia da Barra - Posto 4, Praia da Barra - Posto 5, Prudência do Amaral"
SN302,Ida,89,SN636,Volta,1,1.12,Pinto de Figueiredo
SN302,Ida,89,863,Volta,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,862,Ida,8,8.99,"Barra Private, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
SN302,Ida,89,693,Volta,2,2.25,"Alfa Barra, Prefeito Dulcídio Cardoso"
SN302,Ida,89,693,Ida,2,2.25,"Alfa Barra, Prefeito Dulcídio Cardoso"
SN302,Ida,89,692,Ida,2,2.25,"Alfa Barra, Prefeito Dulcídio Cardoso"
SN302,Ida,89,692,Volta,2,2.25,"Alfa Barra, Prefeito Dulcídio Cardoso"
SN302,Ida,89,2803,Ida,1,1.12,Paulo Mazzucchelli
SN302,Ida,89,2803,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,SN878,Ida,9,10.11,"Barra Private, Daut Peres, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera, Waldemar Falcão"
SN302,Ida,89,SN878,Volta,3,3.37,"Praia da Barra - Posto 4, Praia da Barra - Posto 5, Prudência do Amaral"
SN302,Ida,89,2334,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,2334,Ida,1,1.12,Paulo Mazzucchelli
SN302,Ida,89,2335,Ida,1,1.12,Paulo Mazzucchelli
SN302,Ida,89,2335,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,2337,Ida,1,1.12,Paulo Mazzucchelli
SN302,Ida,89,2337,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,2802,Ida,2,2.25,"Barra Private, Paulo Mazzucchelli"
SN302,Ida,89,2804,Ida,1,1.12,Paulo Mazzucchelli
SN302,Ida,89,2804,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,2338,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,2338,Ida,1,1.12,Paulo Mazzucchelli
SN302,Ida,89,181,Ida,4,4.49,"Alfa Barra, Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli, Prefeito Dulcídio Cardoso"
SN302,Ida,89,217,Volta,1,1.12,Conde de Itaguaí
SN302,Ida,89,220,Volta,25,28.09,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Cascata, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Joaquim Palhares, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
SN302,Ida,89,229,Volta,23,25.84,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
SN302,Ida,89,409,Volta,8,8.99,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier"
SN302,Ida,89,410,Volta,4,4.49,"BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier"
SN302,Ida,89,415,Volta,25,28.09,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Cascata, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Joaquim Palhares, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
SN302,Ida,89,SN415,Volta,24,26.97,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Joaquim Palhares, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
SN302,Ida,89,SN133,Volta,2,2.25,"Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio"
SN302,Ida,89,426,Volta,24,26.97,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Cascata, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
SN302,Ida,89,432,Volta,4,4.49,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,I: Afonso Pena"
SN302,Ida,89,439,Ida,1,1.12,Joaquim Palhares
SN302,Ida,89,440,Ida,1,1.12,Estação Barão de Mauá :: Pista Lateral
SN302,Ida,89,112,Ida,3,3.37,"Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio, Joaquim Palhares"
SN302,Ida,89,473,Ida,3,3.37,"Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio, Joaquim Palhares"
SN302,Ida,89,603,Volta,9,10.11,"Alves de Brito, Clóvis Bevilaqua, Conde de Itaguaí, Dona Delfina, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, São Rafael"
SN302,Ida,89,608,Volta,1,1.12,Conde de Itaguaí
SN302,Ida,89,626,Ida,1,1.12,Conde de Itaguaí
SN302,Ida,89,448,Ida,4,4.49,"Açude, CMS Nicola Albano, Gávea Pequena, Paróquia Nossa Sra. da Luz"
SN302,Ida,89,448,Volta,12,13.48,"Açude, Biguá, Capitão Campos, CMS Nicola Albano, EDI José da Silva Araújo, Furnas, Furnas, 1805, Gávea Pequena, José Botelho Souza, Mata Machado, Paróquia Nossa Sra. da Luz, Tijuaçu"
SN302,Ida,89,433,Volta,4,4.49,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,I: Afonso Pena"
SN302,Ida,89,553,Ida,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,553,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,SP553,Ida,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,SN554,Ida,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,SN554,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,SPA550,Ida,13,14.61,"Barra Private, Daut Peres, Gumercindo da Silva, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Professor Souza Araújo, Praça Senador Melo Viera, Waldemar Falcão"
SN302,Ida,89,SP805,Volta,17,19.1,"Aldo Bonadei, Alfa Barra, Clube Riviera, Comandante Júlio de Moura, Peregrino Junior, Praça do Ó, Praça Euvaldo Lodi, Praça Professor José Bernardino, Praia da Barra - Posto 4, Praia da Barra - Posto 5, Praia da Barra - Posto 6, Praia da Barra - Posto 7, Praia da Barra - Posto 8, Prefeito Dulcídio Cardoso, Prudência do Amaral, Rodolfo de Campos, São Regulo"
SN302,Ida,89,SP805,Ida,1,1.12,Praça Euvaldo Lodi
SN302,Ida,89,957,Ida,24,26.97,"Aldo Bonadei, Alfa Barra, Barra Private, Clube Riviera, Comandante Júlio de Moura, Daut Peres, Gumercindo da Silva, Metrô Jardim Oceânico, Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli, Peregrino Junior, Praça do Ó, Praça Euvaldo Lodi, Praça Professor José Bernardino, Praça Professor Souza Araújo, Praia da Barra - Posto 4, Praia da Barra - Posto 5, Praia da Barra - Posto 6, Praia da Barra - Posto 7, Praia da Barra - Posto 8, Prefeito Dulcídio Cardoso, Prudência do Amaral, Rodolfo de Campos, São Regulo"
SN302,Ida,89,990,Ida,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,990,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,645,Ida,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,645,Volta,50,56.18,"Açude, Alves de Brito, Amado Nervo, Ary Kerner, Barra Private, Biguá, BRS 2,5,7,I: Saens Peña I, Capitão Campos, Casa do Alto, Cascata, Clóvis Bevilaqua, CMS Nicola Albano, Colégio Marista São José, Conde de Itaguaí, Curva do Violão, Dona Delfina, Doutor Catrambi, EDI José da Silva Araújo, Ernani Agrícola, Escola Municipal Mário Faccini, Estrada Velha da Tijuca, Furnas, Furnas, 1805, Furnas, 3800, Gávea Pequena, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Itanhangá Golf Club, Jacamim, José Botelho Souza, Marina Barra Clube, Mata Machado, Metrô Jardim Oceânico, Metrô Uruguai, Muçu, Natalina, Palácio do Alto, Paróquia Nossa Sra. da Luz, Pinto de Figueiredo, Poeta Khalil Gibran, Praça Afonso Viseu, Praça do Aleijadinho, Praça Senador Melo Viera, Radmaker, Raimundo Castro Maia, Santa Carolina, São Miguel, São Rafael, Tijuaçu, Waldemar Falcão"
SN302,Ida,89,416,Volta,8,8.99,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier"
SN302,Ida,89,552,Volta,24,26.97,"Aldo Bonadei, Alfa Barra, Barra Private, Clube Riviera, Comandante Júlio de Moura, Daut Peres, Gumercindo da Silva, Metrô Jardim Oceânico, Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli, Peregrino Junior, Praça do Ó, Praça Euvaldo Lodi, Praça Professor José Bernardino, Praça Professor Souza Araújo, Praia da Barra - Posto 4, Praia da Barra - Posto 5, Praia da Barra - Posto 6, Praia da Barra - Posto 7, Praia da Barra - Posto 8, Prefeito Dulcídio Cardoso, Prudência do Amaral, Rodolfo de Campos, São Regulo"
SN302,Ida,89,554,Volta,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Ida,89,554,Ida,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,558,Ida,13,14.61,"Barra Private, Daut Peres, Gumercindo da Silva, Itanhangá Golf Club, Marina Barra Clube, Metrô Jardim Oceânico, Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Professor Souza Araújo, Praça Senador Melo Viera, Waldemar Falcão"
SN302,Ida,89,SN433,Volta,4,4.49,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,I: Afonso Pena"
SN302,Ida,89,133,Volta,2,2.25,"Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio"
SN302,Ida,89,301,Ida,61,68.54,"Açude, Alves de Brito, Amado Nervo, Ary Kerner, Barra Private, Biguá, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Capitão Campos, Casa do Alto, Cascata, Clóvis Bevilaqua, CMS Nicola Albano, Colégio Marista São José, Conde de Itaguaí, Curva do Violão, Dona Delfina, Doutor Catrambi, EDI José da Silva Araújo, Ernani Agrícola, Escola Municipal Mário Faccini, Estação Barão de Mauá :: Pista Lateral, Estrada Velha da Tijuca, Francisco Eugênio, Furnas, Furnas, 1805, Furnas, 3800, Gávea Pequena, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Itanhangá Golf Club, Jacamim, Joaquim Palhares, José Botelho Souza, Marina Barra Clube, Mata Machado, Metrô Jardim Oceânico, Metrô Uruguai, Muçu, Natalina, Palácio do Alto, Paróquia Nossa Sra. da Luz, Pinto de Figueiredo, Poeta Khalil Gibran, Praça Afonso Viseu, Praça do Aleijadinho, Praça Senador Melo Viera, Radmaker, Raimundo Castro Maia, Santa Carolina, São Miguel, São Rafael, Tijuaçu, Waldemar Falcão"
SN302,Ida,89,301,Volta,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,606,Volta,3,3.37,"Conde de Itaguaí, Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio"
SN302,Ida,89,163,Ida,1,1.12,Francisco Eugênio
SN302,Ida,89,161,Ida,2,2.25,"Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio"
SN302,Ida,89,SN634,Ida,6,6.74,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio, Joaquim Palhares"
SN302,Ida,89,SV112,Ida,2,2.25,"Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio"
SN302,Ida,89,SN353,Volta,2,2.25,"Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio"
SN302,Ida,89,353,Volta,2,2.25,"Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio"
SN302,Ida,89,635,Ida,5,5.62,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, Estação Barão de Mauá :: Pista Lateral, Joaquim Palhares"
SN302,Ida,89,SV863,Volta,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,SV624,Ida,2,2.25,"Estação Barão de Mauá :: Pista Lateral, Francisco Eugênio"
SN302,Ida,89,SP635,Ida,4,4.49,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, Estação Barão de Mauá :: Pista Lateral, Joaquim Palhares"
SN302,Ida,89,548,Volta,2,2.25,"Metrô Jardim Oceânico :: Ônibus Convencionais, Paulo Mazzucchelli"
SN302,Ida,89,548,Ida,2,2.25,"Barra Private, Metrô Jardim Oceânico"
SN302,Volta,89,636,Ida,3,3.37,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
SN302,Volta,89,805,Ida,23,25.84,"Alfabarra II, Clube Riviera, Embaixador Egberto Mafra, Eugênio Lyra Neto, General Ivan Raposo, Hercílio Gonçalves, Jornalista Pierre Plancher, Marcelo Roberto, Padre Alfredo Gonzales, Peregrino Junior, Praça do Ó, Praia da Barra - Posto 2, Praia da Barra - Posto 3, Praia da Barra - Posto 4, Praia da Barra - Posto 5, Praia da Barra - Posto 6, Praia da Barra - Posto 6, Praia da Barra - Posto 7, Praia da Barra - Posto 8, Praia da Barra - Posto 8, Prudência do Amaral, Rodolfo de Campos, São Regulo"
SN302,Volta,89,238,Ida,6,6.74,"Araújo Pena, Bispo, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, Club Municipal, Matoso"
SN302,Volta,89,SN238,Ida,5,5.62,"Araújo Pena, Bispo, BRS 1,2,4,5,I: Barão de Ubá, Club Municipal, Matoso"
SN302,Volta,89,239,Ida,6,6.74,"Araújo Pena, Bispo, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, Club Municipal, Matoso"
SN302,Volta,89,SPB550,Volta,7,7.87,"Condomínio Itanhanga Hills, Doutor Luiz Capriglione, Fonseca Costa, Passarela da Barra, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera"
SN302,Volta,89,SV692,Volta,1,1.12,Alfabarra II
SN302,Volta,89,SV692,Ida,1,1.12,Alfabarra II
SN302,Volta,89,624,Volta,1,1.12,Dinah de Queiroz :: Sentido Ponte / T. Gentileza / São Cristóvão
SN302,Volta,89,634,Volta,1,1.12,Dinah de Queiroz :: Sentido Ponte / T. Gentileza / São Cristóvão
SN302,Volta,89,711,Volta,2,2.25,"BRS 1,2,4,5,6,I: Sampaio Ferraz, Metrô Estácio"
SN302,Volta,89,711,Ida,2,2.25,"Araújo Pena, Club Municipal"
SN302,Volta,89,SV606,Ida,4,4.49,"Abelardo Chacrinha Barbosa, Dinah de Queiroz :: Sentido Ponte / T. Gentileza / São Cristóvão, Henry Ford, Metrô Uruguai"
SN302,Volta,89,343,Ida,7,7.87,"Condomínio Itanhanga Hills, Doutor Luiz Capriglione, Fonseca Costa, Passarela da Barra, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera"
SN302,Volta,89,550,Volta,7,7.87,"Condomínio Itanhanga Hills, Doutor Luiz Capriglione, Fonseca Costa, Passarela da Barra, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera"
SN302,Volta,89,555,Volta,7,7.87,"Condomínio Itanhanga Hills, Doutor Luiz Capriglione, Fonseca Costa, Passarela da Barra, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera"
SN302,Volta,89,557,Volta,6,6.74,"Condomínio Itanhanga Hills, Doutor Luiz Capriglione, Fonseca Costa, Poeta Khalil Gibran, Praça do Aleijadinho, Praça Senador Melo Viera"
SN302,Volta,89,557,Ida,2,2.25,"Calheiros Gomes, Desembargador Araújo Jorge"
SN302,Volta,89,SN309,Ida,23,25.84,"Alfabarra II, Clube Riviera, Embaixador Egberto Mafra, Eugênio Lyra Neto, General Ivan Raposo, Hercílio Gonçalves, Jornalista Pierre Plancher, Marcelo Roberto, Padre Alfredo Gonzales, Peregrino Junior, Praça do Ó, Praia da Barra - Posto 2, Praia da Barra - Posto 3, Praia da Barra - Posto 4, Praia da Barra - Posto 5, Praia da Barra - Posto 6, Praia da Barra - Posto 6, Praia da Barra - Posto 7, Praia da Barra - Posto 8, Praia da Barra - Posto 8, Prudência do Amaral, Rodolfo de Campos, São Regulo"
SN302,Volta,89,309,Ida,23,25.84,"Alfabarra II, Clube Riviera, Embaixador Egberto Mafra, Eugênio Lyra Neto, General Ivan Raposo, Hercílio Gonçalves, Jornalista Pierre Plancher, Marcelo Roberto, Padre Alfredo Gonzales, Peregrino Junior, Praça do Ó, Praia da Barra - Posto 2, Praia da Barra - Posto 3, Praia da Barra - Posto 4, Praia da Barra - Posto 5, Praia da Barra - Posto 6, Praia da Barra - Posto 6, Praia da Barra - Posto 7, Praia da Barra - Posto 8, Praia da Barra - Posto 8, Prudência do Amaral, Rodolfo de Campos, São Regulo"
SN302,Volta,89,601,Ida,3,3.37,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
SN302,Volta,89,607,Volta,2,2.25,"BRS 1,2,4,5,6,I: Sampaio Ferraz, Metrô Estácio"
SN302,Volta,89,607,Ida,10,11.24,"Abelardo Chacrinha Barbosa, Araújo Pena, Araújos, Club Municipal, Conselheiro Zenha, Felix da Cunha, Henry Ford, Metrô Uruguai, Rego Lopes, Saens Peña Medical Center"
SN302,Volta,89,302,Ida,5,5.62,"Calheiros Gomes, Desembargador Araújo Jorge, Terminal Alvorada :: Plataforma D7, Terminal Gentileza :: Plataforma A10, Vitor Konder"
